url,Community Name,Latitude,Longitude,Street Address,City,State,Zip Code,County,School District,"Status (Active, Upcoming, Sold Out)",Builder,Product Type,Avg Lot Size,# of Garages,Adult Community (Y/N),Incentive %,Incentive $,Current Incentive Type,Model hours,Phone number,Website,Overall Description of the Community,Foundation Type,Model Name,Plan Description,# BR,# BA,# 1/2 BA,# of Floors,Minimum SQFT,Minimum Base Price (Current),Previous Price,Last Updated,Maximum Price,Maximum SQFT,Plan Features,Interior Specifications Descriptions,First Floor Master (Y/N),Amenities Available,Attributes/Features,Exterior Specifications Available,Interior Specifications Available,QMI Incentive %,QMI Incentive $,QMI Current Incentive Type,QMI Model Name,QMI # of Garages,QMI # of BR,QMI # of BA,QMI # of 1/2 BA,QMI Model SQFT,QMI Model # of Floor,QMI Model Price,QMI Availability Date,QMI Lot SQFT,QMI Interior/Exterior Attributes,HOA Fee,HOA Services,Other Fees (i.e. CDD),Community - Open Date,Community - Closed Date,Total Lots,# of Sales per month,Total Lots Sold,Total Lots - Total Sold
https://www.nealcommunities.com/new-homes/grand-park/avery/6072-dry-tortugas-drive-interior-unit-13717/,Grand Park,27.238235,-82.436679,6072 Dry Tortugas,Sarasota,FL,34241,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Avery,"HOME IN PROGRESS - Avery at Grand Park Homesite #13717 - Interior Unit
Come home to the Avery, a new townhome design by award-winning Neal Communities.
This 2-story home includes 3 bedrooms, 2.5 baths and an attached garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.
***Photos are of plan model*** NOT ACTUAL PHOTOS OF HOME",3,2,1,2,1790,349990,,2026-02-02T16:45:04+00:00,,,"Living Room, Dining Room, Guest Room, Loft, Interior Unit",,,Y,"Living Room, Dining Room, Guest Room, Loft, Interior Unit",,,,,,Avery,1,3,2,1,1790,2,349990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/avery/6171-dry-tortugas-drive-avery-4660/,Grand Park,27.238235,-82.436679,6171 Dry Tortugas Drive,Sarasota,FL,34241,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Avery,"Move In Ready - Avery at Grand Park Homesite #4660 - Interior Unit
Come home to the Avery, a new townhome design by award-winning Neal Communities.
This 2-story home includes 3 bedrooms, 2.5 baths and an attached garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.
***Photos are of plan model*** NOT ACTUAL PHOTOS OF HOME",3,2,1,2,1790,369990,,2026-04-09T11:59:54+00:00,,,"Living Room, Dining Room, Guest Room, Loft, Interior Unit",,,Y,"Living Room, Dining Room, Guest Room, Loft, Interior Unit",,,,,,Avery,1,3,2,1,1790,2,369990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/avery/6196-dry-tortugas-drive-avery-8686/,Grand Park,27.238235,-82.436679,6196 Dry Tortugas Drive,Sarasota,FL,34241,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Avery,"READY SOON - Avery Townhome at Grand Park - Homesite #8686
Come home to the Avery, a new townhome design by award-winning Neal Communities.
This 2-story home includes 3 bedrooms, 2.5 baths and an attached garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.
**DISCLAIMER: Photos are of the furnished Avery model and are for illustrative purposes only.",3,2,1,2,1790,365990,,2026-04-10T14:39:04+00:00,,,"Living Room, Dining Room, Guest Room, Office, Loft",,,Y,"Living Room, Dining Room, Guest Room, Office, Loft",,,,,,Avery,1,3,2,1,1790,2,365990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/avery/6204-dry-tortugas-drive-avery-7684/,Grand Park,27.238235,-82.436679,6204 Dry Tortugas Drive,Sarasota,FL,34241,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Avery,"Move In Ready - Avery at Grand Park Homesite #7684 - End Unit
Come home to the Avery, a new townhome design by award-winning Neal Communities.
This 2-story home includes 3 bedrooms, 2.5 baths and an attached garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.
***Photos are of plan model*** NOT ACTUAL PHOTOS OF HOME",3,2,1,2,1790,397990,,2026-04-09T12:00:18+00:00,,,"Living Room, Dining Room, Guest Room, Loft, End Unit",,,Y,"Living Room, Dining Room, Guest Room, Loft, End Unit",,,,,,Avery,1,3,2,1,1790,2,397990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/azure/6321-lake-woodruff-court-azure-371/,Grand Park,27.238235,-82.436679,6321 Lake Woodruff Court,Sarasota,FL,34241,,,Upcoming,Neal Communities,,,3,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Azure,"UNDER CONSTRUCTION - Azure with Pool at Grand Park - Homesite #371
Experience the epitome of refined living in the Azure, a stunning two-story residence boasting 4,443 square feet of thoughtfully designed space. This impressive home features 5 bedrooms, 4 bathrooms, a 3-car garage, and an array of luxurious amenities that will elevate your everyday life.
The main level welcomes you with an expansive great room, perfect for entertaining guests or simply relaxing with family. Adjacent to the great room, you’ll find a formal dining area ideal for hosting memorable gatherings. A well-appointed kitchen, complete with a spacious island and a walk-in pantry, is a chef’s dream.
For added versatility, the Azure includes a dedicated den, providing a quiet retreat for work or study. A convenient mudroom helps keep your home organized, while a spacious club room offers a flexible space for recreation or leisure.
Ascending to the second floor, you’ll be greeted by an elegant overlook of the foyer, adding a touch of grandeur. The upper level features generously sized bedrooms, each designed for comfort and privacy. A dedicated bonus room provides endless possibilities, whether you envision a home theater, a playroom, or a home office.
Step outside to the inviting lanai, an ideal space for enjoying the outdoors complete with a pool designed by Waterscapes. Relax under the Florida sun, host barbecues, or simply unwind in this tranquil retreat.",5,4,,2,4443,1339990,,2026-03-18T11:51:36+00:00,,,"Living Room, Dining Room, Guest Room, Office, Pool Professionally designed by Waterscapes, Impact Resistant Glass",,,Y,"Living Room, Dining Room, Guest Room, Office, Pool Professionally designed by Waterscapes, Impact Resistant Glass",,,,,,Azure,3,5,4,,4443,2,1339990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/bright-meadow-2-2/10134-crystal-isles-circle-bright-meadow-2-305/,Grand Park,27.238235,-82.436679,10134 Crystal Isles Circle,Sarasota,FL,34241,,,Active,Neal Communities,SFD,,3,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Bright Meadow 2,"Move In Ready - Bright Meadow 2 at Grand Park - Homesite #305
The Bright Meadow 2 plan by Neal Communities is designed with those features most desired by homeowners. The foyer entry leads to a spacious and open family room with recessed ceiling. An open kitchen is situated off this area, complete with large walk-in pantry, gracefully curved island and breakfast nook. French doors from the great room open to the den. Glass sliding doors in the great room provide access to the roomy covered lanai. Besides the master bedroom with recessed ceiling the suite holds two walk-in closets and master bath with dual sinks, walk-in shower and water closet. Both secondary bedrooms include a walk-in closet and have easy access to the secondary bathroom.
**DISCLAIMER: Photos are of the furnished Bright Meadow 2 model home and are for illustrative purposes only.",3,3,,1,2309,762990,,2026-04-28T11:55:52+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Pocket Sliding Glass Door, Butler's Pantry",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Pocket Sliding Glass Door, Butler's Pantry",,,,,,Bright Meadow 2,3,3,3,,2309,1,762990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/dream-2-2/9871-crystal-isles-circle-dream-2-623/,Grand Park,27.238235,-82.436679,9871 Crystal Isles Circle,Sarasota,FL,34241,,,Upcoming,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Dream 2,"UNDER CONSTRUCTION - Dream 2 at Grand Park - Homesite #623
A luxurious home embodying the carefree, relaxed Florida lifestyle happens with the Dream 2, a 3 bedroom, 2 bath single family home with a 2-car garage. The floor plan includes a beautiful open kitchen with corner pantry, center island with plenty of counterspace for culinary creativity and a dining area. The great room has glass sliders that lead out onto the lanai, perfect for taking a break outside. The master bedroom includes 2 closets, dual vanity sinks and a walk-in shower. A separate den, utility room and 2 additional bedrooms and second bath complete the home.
**DISCLAIMER: Photos are of the furnished Dream 2 model home and are for illustrative purposes only.",3,2,,1,1860,602990,,2026-04-24T11:48:22+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Pocket Sliding Glass Doors",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Pocket Sliding Glass Doors",,,,,,Dream 2,2,3,2,,1860,1,602990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/harvest-3-2/10130-crystal-isles-circle-harvest-3-306/,Grand Park,27.238235,-82.436679,10130 Crystal Isles Circle,Sarasota,FL,34241,,,Upcoming,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Harvest 3,"UNDER CONSTRUCTION - Harvest 3 w/ Pool at Grand Park - Homesite #306
Welcome home to Harvest 3, a 2,456 sq. ft. floor plan made for cultivating new memories and quality time with your family. The foyer and stylish gallery open to the kitchen featuring walk-in pantry and large island, perfect for entertaining as you cook. Whether you cook, enjoy meals or lounge in the dining or great room areas, you will be greeted with a gorgeous lanai and private pool!
The generously designed master suite features a recessed ceiling and an over-sized walk-in closet on one end. Nestled between the bedroom and closet is the master bath, featuring double sink vanity and private water closet.
***Photos are of a Harvest 3 model*** NOT ACTUAL PHOTOS OF HOME",4,3,1,2,2456,883990,,2026-04-27T11:45:57+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Professionally designed Pool by Waterscapes, Pool Bath",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Professionally designed Pool by Waterscapes, Pool Bath",,,,,,Harvest 3,2,4,3,1,2456,2,883990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/honor-4/9878-crystal-isles-circle-honor-632/,Grand Park,27.238235,-82.436679,9878 Crystal Isles Circle,Sarasota,FL,34241,,,Active,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Honor,"MOVE IN READY - Honor at Grand Park - Homesite #632
The Honor floor plan by Neal Communities is a handsome 2-story home with 3 bedrooms, 2.5 baths and a 2-car garage with a tandem space. The main floor includes a spacious great room with dining area and separate den with French doors. The well-appointed kitchen includes a large island and plenty of counterspace.
Upstairs, you’ll find 3 bedrooms, a loft space and 2 full baths. The master bedroom includes dual vanity sinks, a walk-in closet, large shower and private water closet. The second full bath has a tub and shower. A Den, ideal for a private office, in lieu of the leisure space.
***Photos shown are of the floorplan model home and are for illustrative purposes only. Photos are not of the home being offered for sale.",3,2,1,2,2143,595990,,2026-04-02T20:29:59+00:00,,,"Living Room, Dining Room, Guest Room, Loft, Bonus Room, Impact Resistant Glass, 3 Pocket Sliding Glass Door, Tandem Garage, Den",,,Y,"Living Room, Dining Room, Guest Room, Loft, Bonus Room, Impact Resistant Glass, 3 Pocket Sliding Glass Door, Tandem Garage, Den",,,,,,Honor,2,3,2,1,2143,2,595990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/morgan-2/6068-dry-tortugas-drive-interior-unit-13718/,Grand Park,27.238235,-82.436679,6068 Dry Tortugas Drive,Sarasota,FL,34241,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Morgan,"HOME IN PROGRESS - Morgan Townhome - Interior Unit #13718
Come home to the Morgan, a new townhome design by award-winning Neal Communities.
This 2-story home includes 3 bedrooms, 2.5 baths and an attached 1-car garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.
***Photos are of plan model*** NOT ACTUAL PHOTOS OF HOME",3,2,1,2,1790,352990,,2026-02-02T17:00:27+00:00,,,"Living Room, Dining Room, Office, Loft, Interior Unit",,,Y,"Living Room, Dining Room, Office, Loft, Interior Unit",,,,,,Morgan,1,3,2,1,1790,2,352990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/ocean-front/9989-crystal-isles-circle-oceanfront-507/,Grand Park,27.238235,-82.436679,9989 Crystal Isles Circle,Sarasota,FL,34241,,,Upcoming,Neal Communities,SFD,,3,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Ocean Front,"UNDER CONSTRUCTION - Ocean Front w/ Pool at Grand Park - Homesite #507
The main living area of the Ocean Front plan is spacious and open with a great room, dining room and island kitchen, with a powder bath off the kitchen. In the master suite, two walk-in closets sit just off the bedroom, which includes a coffered ceiling and two walk-in closets. The suite’s master bath features dual sinks, a large walk-in shower and water closet. Another full bath is conveniently situated between the second and third bedroom. Additional plan features include a den or office, large laundry room and a spacious covered lanai with a professionally designed pool and spa by Waterscapes. The Ocean Front also has a second level with a loft and second master suite.
Call today for more information!
**DISLAIMER: Photos are of an Ocean Front model and are for illustrative purposes only.",4,3,1,2,3156,984990,,2026-04-28T11:56:10+00:00,,,"Living Room, Dining Room, Loft, Office, Guest Room, Two Master Bedrooms, Impact Resistant Glass Windows, Private Pool & Spa, Chefs Kithcen",,,Y,"Living Room, Dining Room, Loft, Office, Guest Room, Two Master Bedrooms, Impact Resistant Glass Windows, Private Pool & Spa, Chefs Kithcen",,,,,,Ocean Front,3,4,3,1,3156,2,984990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/santa-catalina-4/6333-lake-woodruff-court-santacatalina-374/,Grand Park,27.238235,-82.436679,6333 Lake Woodruff Court,Sarasota,FL,34241,,,Upcoming,Neal Communities,,,3,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Santa Catalina,"UNDER CONSTRUCTION - Santa Catalina with Pool & Spa - Grand Park Homesite #374
Prepare to be captivated by the Santa Catalina floorplan! This remarkable new design from Neal Communities unveils an impressive layout featuring 5 bedrooms, 4 beautifully appointed bathrooms, and the undeniable convenience of a 3-car garage – a true testament to spacious living. While drawing inspiration from the welcoming and expansive spirit of beloved previous models, the Santa Catalina elevates the experience, offering an even greater sense of roominess and flexibility to accommodate all of life’s moments. Imagine the possibilities within these walls! We invite you to connect with us and discover firsthand the exceptional lifestyle that awaits in this stunning home. Don’t miss the opportunity to schedule your personal tour and immerse yourself in the allure of the Santa Catalina.
*DISCLAIMER: Photos are of a model home and are for illustrative purposes only.",5,4,,2,3677,1281990,,2026-04-17T18:47:38+00:00,,,"Living Room, Dining Room, Bonus Room, Office, Guest Room, Private Pool & Spa, Impact Resistant Glass, Tankless Water Heater",,,Y,"Living Room, Dining Room, Bonus Room, Office, Guest Room, Private Pool & Spa, Impact Resistant Glass, Tankless Water Heater",,,,,,Santa Catalina,3,5,4,,3677,2,1281990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/savannah-2-5/6336-lake-woodruff-court-savannahii-356/,Grand Park,27.238235,-82.436679,6336 Lake Woodruff Court,Sarasota,FL,34241,,,Active,Neal Communities,SFD,,3,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Savannah 2,"UNDER CONSTRUCTION - Savannah 2 with pool & spa at Grand Park - Homesite #356
Welcome Home to the Savannah 2, an exciting 3 bedroom, 3 bath, 3-car garage single-family home by Neal Communities at Grand Park. This new home includes open space living across 2,868 sq.ft. with a Great Room, dining area, gourmet kitchen, club room and formal den. The master bedroom includes recessed ceiling, 2 walk-in closets, a luxurious soaking tub, corner shower, and 2 vanity sinks. A Guest Room with en-suite accommodations and walk-in closet is the second bedroom. This home also includes two secondary bedrooms for those looking to host family and friends. You also have a club room, creating the perfect environment for a game night with the entire family.
A covered lanai with a pool and spa is professionally designed by Waterscapes and 3-car garage complete this spacious home.
**DISCLAIMER: Photos are of the furnished Savannah II model home and are for illustrative purposes only.",3,3,,1,2868,1140990,,2026-02-02T17:07:39+00:00,,,"Club Room, Impact Resistant Windows, Pool & Spa by Waterscapes, Mud Room",,,Y,"Club Room, Impact Resistant Windows, Pool & Spa by Waterscapes, Mud Room",,,,,,Savannah 2,3,3,3,,2868,1,1140990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/sea-mist-5/10078-crystal-isles-circle-sea-mist-319/,Grand Park,27.238235,-82.436679,10078 Crystal Isles Circle,Sarasota,FL,34241,,,Upcoming,Neal Communities,SFD,,3,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Sea Mist,"UNDER CONSTRUCTION - Sea Mist w/ Pool at Grand Park - Homesite #319
The main living area of the Sea Mist plan is spacious and open with a great room, dining room and island kitchen. In the master suite, two walk-in closets sit just off the bedroom, which includes a coffered ceiling. The suite’s master bath features dual sinks, a large walk-in shower and water closet. Another full bath, situated between the two remaining bedrooms, has a Jack and Jill entry. Additional plan features include a den, large laundry room and a spacious covered lanai with private pool.",3,2,1,1,2427,864990,,2026-04-24T11:48:06+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Recessed Ceilings, Jack and Jill Bath, Professionally Designed Pool by Waterscapes",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Recessed Ceilings, Jack and Jill Bath, Professionally Designed Pool by Waterscapes",,,,,,Sea Mist,3,3,2,1,2427,1,864990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/triumph/6547-big-bayou-drive-triumph-464/,Grand Park,27.238235,-82.436679,6547 Big Bayou Drive,Sarasota,FL,34241,,,Upcoming,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Triumph,"UNDER CONSTRUCTION - Triumph at Grand Park - Homesite #464
A foyer and gallery entry gives Triumph a sophisticated feel from the moment you enter. The beautifully-designed kitchen features an island and a walk-in pantry for bringing five-star cuisine to life. Just off the charming great room, which includes an octagonal recessed ceiling, sliding glass doors take you to the covered lanai for outdoor relaxation.
The master suite is a rejuvenating spot for every homeowner, featuring two walk-in closets and a dual-sink bath with walk-in shower and private water closet. A media room in lieu of one of the two secondary bedrooms. Another bedroom is a guest suite with ensuite bath.
**DISCLAIMER: Photos are of the furnished Triumph model home and are for illustrative purposes only.",4,3,1,1,2332,688990,,2026-04-24T11:48:51+00:00,,,"Living Room, Dining Room, Media Room, Guest Room, Impact Resistant Glass, Recessed Ceilings, Media Room w/ Powder Bath",,,Y,"Living Room, Dining Room, Media Room, Guest Room, Impact Resistant Glass, Recessed Ceilings, Media Room w/ Powder Bath",,,,,,Triumph,2,4,3,1,2332,1,688990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/vision-2/9882-crystal-isles-circle-vision-631/,Grand Park,27.238235,-82.436679,9882 Crystal Isles Circle,Sarasota,FL,34241,,,Upcoming,Neal Communities,,,2,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,Vision 2,"UNDER CONSTRUCTION - Vision at Grand Park - Homesite #631
Experience the perfect blend of luxury and comfort in the Vision plan by Neal Communities. This stunning 2-story home boasts 2,956 square feet of thoughtfully designed living space, featuring 4 bedrooms and 4 bathrooms and a spacious 2-car garage. The open layout includes a welcoming great room and dining area, ideal for entertaining. A versatile loft adds extra space for relaxation or play. Enjoy the ease of new home construction with modern finishes and energy-efficient features, all while embracing the vibrant Florida lifestyle. Discover your dream home today with Neal Communities, where new home builders create lasting memories.",4,4,,2,2956,676990,,2026-03-18T20:15:06+00:00,,,"Dining Room, Office, Bonus Room, Garage Extension, Impact Resistant Glass Windows",,,Y,"Dining Room, Office, Bonus Room, Garage Extension, Impact Resistant Glass Windows",,,,,,Vision 2,2,4,4,,2956,2,676990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/grand-park/white-star-9/6563-big-bayou-drive-white-star-468/,Grand Park,27.238235,-82.436679,6563 Big Bayou Drive,Sarasota,FL,34241,,,Active,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Another Great Day awaits you at Grand Park – a stunning new neighborhood in beautiful Sarasota, Florida from Neal Communities. With an emphasis on natural beauty, lush, mature landscaping and inviting outdoor spaces – including an abundance of resort-style amenities – Grand Park has everything you’re looking for in a new community and more. This vibrant community will soon be conveniently located next to the brand-new Skye Ranch School, offering families an enriching and accessible educational environment.",,White Star,"UNDER CONSTRUCTION- White Star at Grand Park - Homesite #468
With 3 bedrooms, 2 baths, and 2,064 sq. ft. of open living space, the White Star is a home built for entertaining guests or daily relaxation. At the front of the home is a den, which can be used as an office. The inviting great room is open to the island kitchen and charming café area, perfect for unwinding over refreshments while enjoying the sight of the outdoor lanai.
The master suite is the perfect retreat for owners. This space features the spacious master bedroom leads to a spa-style master bath with corner shower, vanity sink and private water closet. You can also enjoy a large walk-in closet, where you can pick your next outfit after freshening up.
***DISCLAIMER: Photos of are of the furnished White Star model home and are for illustrative purposes only. The home at 6563 Big Bayou Drive does not include a pool.",3,2,1,1,2064,629990,,2026-02-02T17:02:24+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass Windows, Butlers Pantry, Two Foot Garage Extension",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass Windows, Butlers Pantry, Two Foot Garage Extension",,,,,,White Star,2,3,2,1,2064,1,629990,,,,,,,,,,,,
